urlGuia,idNormas,pregunta,respuesta
transparencia-limite-y-control-del-gasto-electoral,1108229;1107717;242302;1089164;1089342,¿Cuáles son los límites de gastos de las candidaturas politicas?,"Candidaturas a Presidente de la República: el límite de gasto será equivalente a la cantidad que resulte de multiplicar por quince milésimos de unidad de fomento el número de electores en el país. No obstante, si hay segunda vuelta electoral dicho límite se calculará considerando como factor multiplicador un centésimo de unidad de fomento. Candidatos a senador o a gobernador regional: el monto máximo a gastar serán mil quinientas unidades de fomento, más la cifra que resulte de multiplicar por dos centésimos de unidad de fomento los primeros doscientos mil electores, por quince milésimos de unidad de fomento los siguientes doscientos mil electores y por un centésimo de unidad de fomento los restantes electores en la respectiva circunscripción. Pero si hay segunda vuelta en la elección de gobernador regional, el límite de gasto no podrá exceder la suma de 750 UF, más aquella que resulte de multiplicar por un centésimo de unidad de fomento los primeros doscientos mil electores, por setenta y cinco diezmilésimos de unidad de fomento los siguientes doscientos mil electores y por cinco milésimos de unidad de fomento los restantes electores en la respectiva región. Candidatos a Diputado: no podrán exceder la suma de 700 unidades de fomento, más aquélla que resulte de multiplicar por quince milésimos de unidad de fomento el número de electores en el respectivo distrito. Candidatos a alcalde: no podrá exceder de la suma de 120 unidades de fomento, más aquella que resulte de multiplicar por tres centésimos de unidad de fomento el número de electores en la respectiva comuna. Candidato a concejal: podrá gastar una suma no superior a la mitad de aquella que se permita al correspondiente candidato a alcalde. Candidatos a consejeros regionales: no podrá exceder de la suma de trescientas cincuenta unidades de fomento, más aquella que resulte de multiplicar por un centésimo de unidad de fomento los primeros doscientos mil electores, por setenta y cinco diezmilésimos de unidad de fomento los siguientes doscientos mil y por cinco milésimos de unidad de fomento los restantes electores de la respectiva circunscripción provincial. El Consejo Directivo del Servicio Electoral establecerá por resolución con doscientos días de anticipación a la respectiva elección, los máximos de gastos electorales permitidos."
transporte-aereo-de-pasajeros,1196098;1076821;30287,¿Qué debe portar una aeronave de transporte de pasajeros que vuele sobre territorio nacional?,"Certificado de matrícula. Certificado de aeronavegabilidad. Licencias y habilitaciones de la tripulación. Bitácora. Si lleva pasajeros, listado de sus nombres y lugares de embarque y destino. Documentos relativos a la aeronave, a la carga y a la correspondencia, que requieran los reglamentos."
transporte-escolar,210737;204331,¿Hay alguna forma de verificar si es que un furgón escolar está inscrito en el Registro Nacional de Transporte Escolar?,"Sí. Visite el sitio web de la Subsecretaría de Transportes e ingrese a la sección ""Servicios"" y luego ""Transporte Escolar"". Desde ahí se puede verificar de inmediato si el vehículo está inscrito o no con sólo ingresar el número de patente del furgón. Luego se encontrará con la nómina completa de furgones escolares inscritos."
transporte-ilegal-de-basura,1084262;1060519,¿Qué sanción recibe quien contrate o encargue el traslado ilegal de basura?,"Quien encargue el traslado o depósito de basura que se realice recibe una multa de entre 2 y 100 unidades tributarias mensuales (UTM). Se aplica la misma sanción al propietario del vehículo motorizado con el cual se hace el transporte, traslado o depósito. El propietario no recibiría castigo si se usó el vehículo sin su conocimiento o autorización y eso lo puede acreditar ante el tribunal."
tribunales-ambientales,1010459;30667,¿Qué son los Tribunales ambientales?,"Los Tribunales Ambientales son órganos jurisdiccionales especiales, sujetos a la superintendencia directiva, correccional y económica de la Corte Suprema, cuya función es resolver las controversias medio ambientales de su competencia y ocuparse de los demás asuntos que la ley somete a su conocimiento."
tribunales-laborales,238321;269265;238347;245804;1012799,¿Qué características tienen los tribunales laborales?,"Cuentan con jueces especializados en la materia. Sus audiencias son orales y públicas. Existe un contacto directo del juez con las partes y las pruebas. Se agrupa la casi totalidad de los actos que supone el juicio en dos audiencias: preparación y juicio. Se abrevian los plazos y actuaciones. Los jueces podrán tomar una serie de iniciativas para evitar demoras innecesarias o paralizaciones del juicio. Gratuidad de toda actuación, trámite o diligencia que deban realizar los funcionarios del tribunal."
tribunales-tributarios-y-aduaneros,1109562,¿Qué características tienen los Tribunales Tributarios y Aduaneros?,"Son más independientes. Están sujetos a la supervigilancia de la Corte Suprema y no del Servicio de Impuestos Internos (SII) y del Servicio Nacional de Aduanas, como era antes. Cuentan con jueces y personal especializado. Es requisito tener conocimientos o experiencia en materias tributarias o aduaneras. Cuentan con funcionarios de dedicación exclusiva."
tributacion-simple-para-mipymes,6368;1010668,"¿Qué es el sistema de tributación simplificada para la micro, pequeña y mediana empresa (MIPYME)?","Es un sistema contable-tributario que simplifica y abarata la determinación del Impuesto a la Renta a que están afectos los micro, pequeños y medianos empresarios."
tutela-laboral,1151417;207436,¿Qué es el procedimiento de tutela laboral?,"Es un procedimiento judicial regulado por el Código del Trabajo, que se tramita en la justicia laboral. Se aplica respecto de las cuestiones suscitadas en la relación laboral por aplicación de las normas laborales, que afecten algunos derechos fundamentales de los trabajadores."
universidades-del-estado,1111237;1119253;1118991,¿Qué son las universidades del Estado?,"Son instituciones de Educación Superior de carácter estatal, creadas por ley. Institucionalmente, son organismos autónomos, dotados de personalidad jurídica y patrimonio propio, que forman parte de la Administración del Estado. Se relacionan con el Presidente de la República a través del Ministerio de Educación. Las universidades del Estado cumplen funciones de docencia, investigación, creación artística, innovación, extensión, vinculación con el medio y el territorio. Su finalidad es contribuir al fortalecimiento de la democracia, al desarrollo sustentable e integral del país y al progreso de la sociedad en las diversas áreas del conocimiento y dominios de la cultura."
velocidad-vehicular,1121440;1007469;1118358,¿Cuál es la regla básica respecto de la velocidad en que se debe conducir?,"Ninguna persona puede conducir un vehículo a una velocidad mayor de la que sea razonable y prudente, bajo las condiciones existentes. Para ello, el conductor debe siempre considerar los riesgos y peligros presentes y los posibles. La velocidad de conducción debe permitir controlar el vehículo cuando sea necesario, para evitar accidentes."
vendedores-ambulantes-en-locomocion,1007837;1007469,¿Está prohibido que suban vendedores ambulantes o artistas callejeros a la locomoción colectiva?,"La Ley Nº 20.388 , publicada el 9 de noviembre de 2009, modificó la Ley de Tránsito, eliminando la prohibición de que tales personas ejerzan sus labores en buses, microbuses y otros vehículos de transporte colectivo urbano. Entonces,"
violencia-en-los-estadios,1984;244803;30694;1078296,¿Qué busca la Ley de Violencia en los Estadios?,"La ley regula la realización de los partidos de fútbol profesional; establece los derechos y deberes de los asistentes; los requisitos de los estadios en que se juegan los encuentros y las obligaciones de las entidades del fútbol profesional, de los organizadores y de los administradores de los recintos."
violencia-escolar,1014974;1030087,"¿Qué se define por violencia escolar o “bullying”, según la ley?","Lo que la ley define es “acoso escolar”, que en términos simples es: todo acto de agresión u hostigamiento reiterado, realizado por estudiantes que atenten en contra de otro estudiante, valiéndose de una situación de superioridad o de indefensión de la víctima, que le provoque maltrato, humillación o temor fundado de verse expuesta a un mal de carácter grave. Estos actos agresivos pueden ser cometidos por un solo estudiante o por un grupo, y puede ser tanto dentro como fuera del establecimiento educacional. La violencia o acoso"
violencia-intrafamiliar,242648;1103697;1011723,¿Qué es la violencia intrafamiliar?,"Todo maltrato que afecte la vida o la integridad física o síquica de quien tenga o haya tenido la calidad de cónyuge del ofensor o una relación de convivencia con él. También es violencia intrafamiliar si la víctima es pariente por consanguinidad o por afinidad en toda la línea recta o en la colateral hasta el tercer grado inclusive del ofensor, su cónyuge o su actual conviviente.  Esto implica que es VIF cuando se ejerce contra padres, madres, hijos e hijas, las y los hermanos, abuelas y abuelos, nietas, nietos, tías, tíos, las y los sobrinos, bisabuelos y bisnietos. Los familiares pueden ser consanguíneos, es decir, que comparten sangre, o parientes políticos, que sería la familia del cónyuge o conviviente. Se da además cuando esta conducta ocurre entre los padres de un hijo común, o sobre un menor de edad, adulto mayor o persona con discapacidad que se encuentre bajo el cuidado o dependencia de cualquiera de los integrantes del grupo familiar. Asimismo, constituyen violencia intrafamiliar las conductas ejercidas en el contexto de relaciones afectivas o familiares, que tengan como objeto directo la vulneración de la autonomía económica de la mujer, o la vulneración patrimonial, o de la subsistencia económica de la familia o de los hijos. Se da esa figura en el incumplimiento reiterado del deber de proveer alimentos, que se lleven a cabo con el propósito de ejercer control sobre la mujer, o sobre sus recursos económicos o patrimoniales, o para generar dependencia o generar un menoscabo de dicho patrimonio o el de sus hijos e hijas."
